ticket_id,description,creation_date
JIRA-0170,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-11 11:22:18
JIRA-0192,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-11 11:22:18
JIRA-0282,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-12 11:22:18
JIRA-0356,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-12 11:22:18
JIRA-0382,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-12 11:22:18
JIRA-0425,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-10-12 11:22:18
JIRA-0060,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-10-13 11:22:18
JIRA-0089,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-13 11:22:18
JIRA-0129,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-13 11:22:18
JIRA-0292,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-13 11:22:18
JIRA-0036,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-10-14 11:22:18
JIRA-0041,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-10-14 11:22:18
JIRA-0229,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-14 11:22:18
JIRA-0290,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-14 11:22:18
JIRA-0422,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-10-14 11:22:18
JIRA-0092,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-15 11:22:18
JIRA-0119,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-15 11:22:18
JIRA-0137,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-10-15 11:22:18
JIRA-0061,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-17 11:22:18
JIRA-0455,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-10-17 11:22:18
JIRA-0056,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-18 11:22:18
JIRA-0301,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-18 11:22:18
JIRA-0418,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-18 11:22:18
